Pond,Crop ID,Hectares,Stocking Date,Stocking,SD(psm),Sampling Date,DOC,Week,ABW,Weekly Inc,AWG(g),AWG 1,AWG 2,AWG 3,FCR,TCF,Weekly TCF(kg),BM,BM 1,ABW 1,BM 2,ABW 2,BM 3,ABW 3,Survival,Survival  Rate,status,spanningYear,cycle
F4,F1F04C12024.22,3.0,17-10-2024,538146,18,26-03-2025,160,22.9,31.08,0.29,1.36,0.69,1.16,2.17,2.32,22108.0,869.0,9533.6,10147.07,33.1,10760.55,35.1,11374.04,37.1,306743.22,57%,HARVESTED,2024-2025,1.0
F4,F1F04C12025.24,3.0,04-10-2025,1048914,35,29-10-2025,25,3.6,2.18,1.28,0.61,0.61,0.12,0.29,0.85,1784.0,687.0,2103.7,4033.7,4.2,5963.7,6.2,7893.71,8.2,965000.88,92%,ACTIVE,2025-2026,1.0
F5,F1F05C22025.23,3.0,12-04-2025,899940,30,18-06-2025,67,9.6,18.13,2.3,1.89,2.78,2.76,1.84,0.75,8885.0,1081.0,11910.6,13224.53,20.1,14538.44,22.1,15852.36,24.1,656956.2,73%,HARVESTED,2024-2025,2.0
F5,F1F05C12024.22,3.0,17-10-2024,531960,18,02-04-2025,167,23.9,33.48,0.42,1.40,0.36,0.64,1.08,2.42,22431.0,725.0,9261.2,9814.45,35.5,10367.69,37.5,10920.93,39.5,276619.2,52%,HARVESTED,2024-2025,1.0
F5,F1F05C12025.24,3.0,04-10-2025,1050560,35,29-10-2025,25,3.6,2.79,1.91,0.78,0.59,0.12,0.29,0.67,1784.0,687.0,2667.3,4579.29,4.8,6491.31,6.8,8403.33,8.8,956009.6,91%,ACTIVE,2025-2026,1.0
F6,F1F06C22025.24,3.0,12-04-2025,900900,30,25-06-2025,74,10.6,19.59,2.97,1.85,1.58,2.61,2.49,2.25,11925.0,1576.0,5294.6,5835.13,21.6,6375.67,23.6,6916.21,25.6,270270.0,30%,HARVESTED,2024-2025,2.0
F6,F1F06C12024.23,3.0,17-10-2024,532000,18,02-04-2025,167,23.9,31.87,0.0,1.34,0.11,0.49,1.0,2.9,22149.0,340.0,7629.7,8108.48,33.9,8587.28,35.9,9066.08,37.9,239400.0,45%,HARVESTED,2024-2025,1.0
F6,F1F06C12025.25,3.0,04-10-2025,1049960,35,29-10-2025,25,3.6,2.98,1.98,0.83,0.71,0.12,0.29,0.61,1784.0,687.0,2909.9,4862.79,5.0,6815.71,7.0,8768.64,9.0,976462.8,93%,ACTIVE,2025-2026,1.0
F7,F1F07C22025.24,3.0,04-04-2025,898596,30,18-06-2025,75,10.7,18.52,2.81,1.73,2.55,2.41,1.54,0.81,10273.0,1136.0,12647.9,14013.79,20.5,15379.65,22.5,16745.52,24.5,682932.96,76%,HARVESTED,2024-2025,2.0
F7,F1F07C12024.23,3.0,17-10-2024,532300,18,19-03-2025,153,21.9,32.86,0.22,1.50,1.13,1.41,1.77,2.25,20838.0,906.0,9270.4,9834.67,34.9,10398.91,36.9,10963.14,38.9,282119.0,53%,HARVESTED,2024-2025,1.0
F7,F1F07C12025.25,3.0,04-10-2025,1050740,35,29-10-2025,25,3.6,3.07,2.16,0.86,0.62,0.12,0.29,0.59,1784.0,687.0,3032.2,5007.62,5.1,6983.01,7.1,8958.4,9.1,987695.6,94%,ACTIVE,2025-2026,1.0
F8,F1F08C22025.24,3.0,04-04-2025,900192,30,04-07-2025,91,13.0,19.35,0.47,1.49,2.03,2.15,2.24,1.8,14393.0,1407.0,10451.2,11279.41,21.4,12107.58,23.4,12935.76,25.4,414088.32,60%,HARVESTED,2024-2025,2.0
F8,F1F08C12024.23,3.0,17-10-2024,53360,2,19-03-2025,153,21.9,33.03,0.37,1.51,1.0,2.04,1.82,21.05,20409.0,906.0,969.4,1028.06,35.0,1086.75,37.0,1145.45,39.0,29348.0,55%,HARVESTED,2024-2025,1.0
F8,F1F08C12025.25,3.0,04-10-2025,1049016,35,29-10-2025,25,3.6,3.04,2.12,0.85,0.63,0.12,0.29,0.61,1784.0,687.0,2933.9,4864.08,5.0,6794.27,7.0,8724.46,9.0,965094.72,92%,ACTIVE,2025-2026,1.0
F9,F1F09C22025.23,3.0,13-04-2025,719860,24,17-07-2025,95,13.6,22.06,2.32,1.63,1.56,0.49,0.95,1.94,12345.0,890.0,6352.0,6927.93,24.1,7503.82,26.1,8079.7,28.1,287944.0,40%,HARVESTED,2024-2025,2.0
F9,F1F09C12024.22,3.0,28-10-2024,600552,20,03-04-2025,157,22.4,33.23,0.84,1.48,0.78,1.55,1.86,2.45,21494.0,734.0,8780.8,9309.28,35.2,9837.76,37.2,10366.25,39.2,264242.88,44%,HARVESTED,2024-2025,1.0
F9,F1F09C12025.24,3.0,04-10-2025,1052449,35,30-10-2025,26,3.7,2.77,1.77,0.75,0.7,0.09,0.29,0.67,1784.0,687.0,2652.9,4568.37,4.8,6483.82,6.8,8399.28,8.8,957728.59,91%,ACTIVE,2025-2026,1.0
F12,F1F12C22025.23,3.0,24-03-2025,747968,25,12-06-2025,80,11.4,20.62,1.39,1.80,2.57,2.79,2.68,0.92,8485.0,210.0,9253.9,10151.42,22.6,11048.98,24.6,11946.54,26.6,448780.8,60%,HARVESTED,2024-2025,2.0
F12,F1F12C12024.22,3.0,28-10-2024,532875,18,06-03-2025,129,18.4,23.46,2.24,1.27,1.15,0.45,0.3,2.5,15310.0,1220.0,6125.6,6647.83,25.5,7170.05,27.5,7692.26,29.5,261108.75,49%,HARVESTED,2024-2025,1.0
F12,F1F12C12025.24,3.0,04-10-2025,1049448,35,30-10-2025,26,3.7,3.2,2.19,0.86,0.71,0.09,0.29,0.57,1784.0,687.0,3123.2,5075.13,5.2,7027.11,7.2,8979.08,9.2,975986.64,93%,ACTIVE,2025-2026,1.0
A1,F1A01C22025.23,1.0,02-03-2025,599032,60,18-06-2025,108,15.4,26.43,1.42,1.71,1.98,2.83,2.35,1.06,11077.0,970.0,10449.4,11240.11,28.4,12030.83,30.4,12821.56,32.4,395361.12,66%,HARVESTED,2024-2025,2.0
A1,F1A01C12024.22,1.0,15-10-2024,451271,45,12-02-2025,120,17.1,22.03,1.87,1.29,1.51,1.25,2.07,1.73,14478.0,1505.0,8350.9,9109.0,24.0,9867.13,26.0,10625.27,28.0,379067.64,84%,HARVESTED,2024-2025,1.0
A1,F1A01C12025.24,1.0,17-10-2025,649163,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.29,0.0,0.0,2.34,433.0,198.0,185.0,1418.42,2.3,0.0,4.3,0.0,6.3,616704.85,95%,ACTIVE,2025-2026,1.0
A2,F1A02C22025.23,1.0,02-03-2025,599056,60,11-06-2025,101,14.4,22.37,1.13,1.55,2.07,2.24,2.01,1.75,9871.0,1243.0,5628.4,6131.58,24.4,6634.78,26.4,7137.99,28.4,251603.52,42%,HARVESTED,2024-2025,2.0
A2,F1A02C12024.22,1.0,15-10-2024,451920,45,08-01-2025,85,12.1,12.16,1.53,1.00,1.26,1.34,1.14,1.49,7462.0,1116.0,5007.5,5831.12,14.2,6654.73,16.2,7478.33,18.2,411802.3,91%,HARVESTED,2024-2025,1.0
A2,F1A02C12025.24,1.0,17-10-2025,649825,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.34,433.0,198.0,185.2,1419.87,2.3,0.0,4.3,0.0,6.3,617333.75,95%,ACTIVE,2025-2026,1.0
A3,F1A03C22025.23,1.0,02-03-2025,599772,60,18-06-2025,108,15.4,20.45,1.52,1.33,1.29,2.08,1.12,1.24,11299.0,1145.0,9076.4,9964.01,22.4,10851.68,24.4,11739.34,26.4,443831.28,74%,HARVESTED,2024-2025,2.0
A3,F1A03C12024.22,1.0,15-10-2024,452561,45,01-01-2025,78,11.1,15.71,3.0,1.41,2.78,1.6,1.7,1.08,6002.0,356.0,5545.6,6251.59,17.7,6957.58,19.7,7663.58,21.7,352997.58,78%,HARVESTED,2024-2025,1.0
A3,F1A03C12025.24,1.0,17-10-2025,648827,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.37,433.0,198.0,183.0,1402.76,2.3,0.0,4.3,0.0,6.3,609897.38,94%,ACTIVE,2025-2026,1.0
A9,F1A09C22025.23,1.0,03-03-2025,597504,60,04-06-2025,93,13.3,19.65,2.0,1.48,2.0,1.58,2.8,1.17,9726.0,472.0,8336.1,9184.54,21.6,10032.99,23.6,10881.45,25.6,424227.84,71%,HARVESTED,2024-2025,2.0
A9,F1A09C12024.22,1.0,14-10-2024,451786,45,04-02-2025,113,16.1,20.75,2.06,1.29,2.08,0.95,3.03,1.97,11974.0,1123.0,6093.5,6680.78,22.8,7268.1,24.8,7855.43,26.8,293660.9,65%,HARVESTED,2024-2025,1.0
A9,F1A09C12025.24,1.0,17-10-2025,649928,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.41,433.0,198.0,179.4,1375.25,2.3,0.0,4.3,0.0,6.3,597933.76,92%,ACTIVE,2025-2026,1.0
A10,F1A10C22025.24,1.0,03-03-2025,599604,60,18-06-2025,107,15.3,24.95,1.33,1.63,2.37,2.52,1.9,2.63,11026.0,1040.0,4188.8,4524.61,26.9,4860.39,28.9,5196.16,30.9,167889.12,28%,HARVESTED,2024-2025,2.0
A10,F1A10C12024.23,1.0,14-10-2024,451360,45,25-12-2024,72,10.3,12.93,1.24,1.26,3.13,1.94,1.58,1.29,5868.0,1004.0,4552.1,5256.27,14.9,5960.39,16.9,6664.51,18.9,352060.8,78%,HARVESTED,2024-2025,1.0
A10,F1A10C12025.25,1.0,17-10-2025,649928,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.44,433.0,198.0,177.4,1360.3,2.3,0.0,4.3,0.0,6.3,591434.48,91%,ACTIVE,2025-2026,1.0
A11,F1A11C22025.23,1.0,03-03-2025,698861,70,12-06-2025,101,14.4,19.07,1.32,1.32,1.32,1.68,2.25,1.14,11044.0,1890.0,9728.9,10749.25,21.1,11769.58,23.1,12789.92,25.1,510168.53,73%,HARVESTED,2024-2025,2.0
A11,F1A11C12024.22,1.0,15-10-2024,452530,45,20-02-2025,128,18.3,23.95,1.05,1.31,1.82,2.56,1.28,1.84,17786.0,1226.0,9645.9,10451.4,25.9,11256.91,27.9,12062.41,29.9,402751.7,89%,HARVESTED,2024-2025,1.0
A11,F1A11C12025.24,1.0,17-10-2025,647439,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.4,433.0,198.0,180.6,1346.03,2.3,0.0,4.3,0.0,6.3,582695.1,90%,ACTIVE,2025-2026,1.0
A12,F1A12C22025.23,1.0,04-03-2025,700282,70,19-06-2025,107,15.3,23.87,1.56,1.56,2.31,1.84,2.01,1.11,12668.0,1486.0,11366.7,12319.08,25.9,13271.47,27.9,14223.85,29.9,476191.76,68%,HARVESTED,2024-2025,2.0
A12,F1A12C12024.22,1.0,15-10-2024,452195,45,20-02-2025,128,18.3,24.33,0.43,1.33,2.14,1.6,1.94,1.66,15684.0,1226.0,9461.6,10239.42,26.3,11017.19,28.3,11794.97,30.3,388887.7,86%,HARVESTED,2024-2025,1.0
A12,F1A12C12025.24,1.0,17-10-2025,646116,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.32,433.0,198.0,186.3,1388.06,2.3,0.0,4.3,0.0,6.3,600887.88,93%,ACTIVE,2025-2026,1.0
A14,F1A14C22025.23,1.0,03-03-2025,699780,70,19-06-2025,108,15.4,22.7,1.17,1.47,1.08,1.49,2.1,1.12,12847.0,1468.0,11437.2,12444.88,24.7,13452.57,26.7,14460.25,28.7,503841.6,72%,HARVESTED,2024-2025,2.0
A14,F1A14C12024.22,1.0,16-10-2024,450840,45,20-02-2025,127,18.1,24.82,1.88,1.37,1.24,1.08,2.69,1.66,15759.0,1262.0,9511.4,10277.8,26.8,11044.23,28.8,11810.65,30.8,383214.0,85%,HARVESTED,2024-2025,1.0
A14,F1A14C12025.24,1.0,17-10-2025,647144,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.35,433.0,198.0,184.6,1375.31,2.3,0.0,4.3,0.0,6.3,595372.48,92%,ACTIVE,2025-2026,1.0
A19,F1A19C22025.23,1.0,03-03-2025,698882,70,19-06-2025,108,15.4,23.0,1.73,1.49,1.74,1.71,2.12,1.09,12842.0,1515.0,11734.2,12754.6,25.0,13774.97,27.0,14795.33,29.0,510183.86,73%,HARVESTED,2024-2025,2.0
A19,F1A19C12024.22,1.0,16-10-2024,452412,45,20-02-2025,127,18.1,23.33,0.29,1.29,2.04,0.92,3.13,3.21,30191.0,1147.0,9393.8,10199.04,25.3,11004.34,27.3,11809.63,29.3,402646.68,89%,HARVESTED,2024-2025,1.0
A19,F1A19C12025.24,1.0,17-10-2025,648712,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.37,433.0,198.0,183.0,1363.66,2.3,0.0,4.3,0.0,6.3,590327.92,91%,ACTIVE,2025-2026,1.0
A20,F1A20C22025.23,1.0,04-03-2025,699569,70,05-06-2025,93,13.3,19.88,2.61,1.50,2.02,2.02,1.94,1.17,11029.0,264.0,9457.0,10408.46,21.9,11359.88,23.9,12311.29,25.9,475706.92,68%,HARVESTED,2024-2025,2.0
A20,F1A20C12024.22,1.0,16-10-2024,453152,45,26-12-2024,71,10.1,11.2,1.76,1.10,1.59,1.42,1.98,1.27,5484.0,924.0,4314.0,5084.37,13.2,5854.73,15.2,6625.09,17.2,385179.2,85%,HARVESTED,2024-2025,1.0
A20,F1A20C12025.25,1.0,17-10-2025,647439,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.3,433.0,198.0,188.7,1405.85,2.3,0.0,4.3,0.0,6.3,608592.66,94%,ACTIVE,2025-2026,1.0
B1,F1B01C22025.23,1.0,23-03-2025,449400,45,11-06-2025,80,11.4,17.5,1.66,1.53,2.38,2.09,2.13,0.92,4576.0,1050.0,4954.6,5520.88,19.5,6087.13,21.5,6653.37,23.5,283122.0,63%,HARVESTED,2024-2025,2.0
B1,F1B01C12024.22,1.0,11-10-2024,452336,45,18-12-2024,68,9.7,11.75,1.94,1.21,2.11,1.06,2.19,1.08,5189.0,987.0,4783.4,5597.65,13.8,6411.86,15.8,7226.06,17.8,407102.4,90%,HARVESTED,2024-2025,1.0
B1,F1B01C12025.24,1.0,28-10-2025,648005,65,29-10-2025,1,0.1,0.042,0.06,0.29,0.0,0.0,0.0,0.93,25.0,56.0,26.9,0.0,2.0,0.0,4.0,0.0,6.0,641524.95,99%,ACTIVE,2025-2026,1.0
B2,F1B02C22025.23,1.0,23-03-2025,449400,45,26-06-2025,95,13.6,22.25,2.34,1.64,3.04,1.82,2.17,1.48,8860.0,1127.0,5999.5,6538.77,24.3,7078.05,26.3,7617.33,28.3,269640.0,60%,HARVESTED,2024-2025,2.0
B2,F1B02C12024.22,1.0,11-10-2024,451702,45,18-12-2024,68,9.7,11.22,1.85,1.16,1.95,1.51,1.46,1.16,5574.0,1050.0,4814.7,5672.92,13.2,6531.16,15.2,7389.39,17.2,429116.9,95%,HARVESTED,2024-2025,1.0
B2,F1B02C12025.24,1.0,28-10-2025,650734,65,29-10-2025,1,0.1,0.042,0.06,0.29,0.0,0.0,0.0,0.92,25.0,56.0,27.1,0.0,2.0,0.0,4.0,0.0,6.0,644226.66,99%,ACTIVE,2025-2026,1.0
B3,F3B03C22025.23,1.0,23-03-2025,449400,45,11-06-2025,80,11.4,16.66,2.71,1.46,1.52,1.78,2.31,0.92,4541.0,1057.0,4941.4,5534.63,18.7,6127.84,20.7,6721.04,22.7,296604.0,66%,HARVESTED,2024-2025,2.0
B3,F1B03C12024.22,1.0,11-10-2024,453624,45,18-12-2024,68,9.7,12.22,1.85,1.26,2.12,1.5,2.13,1.08,5221.0,984.0,4822.7,5611.97,14.2,6401.27,16.2,7190.58,18.2,394652.88,87%,HARVESTED,2024-2025,1.0
B3,F1B03C12025.24,1.0,28-10-2025,650895,65,03-11-2025,6,0.9,0.042,0.06,0.05,0.0,0.0,0.0,0.92,25.0,56.0,27.1,0.0,2.0,0.0,4.0,0.0,6.0,644386.05,99%,ACTIVE,2025-2026,1.0
B11,F1B11C22025.24,1.0,23-03-2025,449400,45,05-06-2025,74,10.6,17.5,2.62,1.66,2.46,2.98,2.66,0.93,4600.0,137.0,4954.6,5520.88,19.5,6087.13,21.5,6653.37,23.5,283122.0,63%,HARVESTED,2024-2025,2.0
B11,F1B11C12024.22,1.0,12-10-2024,452875,45,20-02-2025,131,18.7,25.03,0.38,1.34,1.18,1.44,1.52,1.57,16048.0,1226.0,10201.9,11017.09,27.0,11832.27,29.0,12647.44,31.0,407587.5,90%,HARVESTED,2024-2025,1.0
B11,F1B11C12025.25,1.0,28-10-2025,648292,65,30-10-2025,2,0.3,0.083,0.58,0.29,0.0,0.0,0.0,1.1,56.0,56.0,52.7,0.0,2.1,0.0,4.1,0.0,6.1,635326.16,98%,ACTIVE,2025-2026,1.0
B12,F1B12C22025.23,1.0,23-03-2025,449225,45,19-06-2025,88,12.6,18.33,2.2,1.46,1.98,2.13,2.27,1.35,7654.0,1134.0,5681.7,6301.59,20.3,6921.52,22.3,7541.45,24.3,309965.25,69%,HARVESTED,2024-2025,2.0
B12,F1B12C12024.22,1.0,12-10-2024,452875,45,20-02-2025,131,18.7,28.05,1.05,1.50,0.31,1.44,1.47,1.43,16865.0,1249.0,11813.9,12656.27,30.1,13498.61,32.0,14340.96,34.0,421173.75,93%,HARVESTED,2024-2025,1.0
B12,F1B12C12025.24,1.0,28-10-2025,649284,65,28-10-2025,8,1.1,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649284.0,0%,ACTIVE,2025-2026,1.0
B14,F1B14C22025.23,1.0,23-03-2025,449225,45,04-07-2025,103,14.7,21.12,2.11,1.44,1.71,2.34,1.65,1.65,9871.0,1064.0,5977.2,6543.23,23.1,7109.26,25.1,7675.28,27.1,283011.75,63%,HARVESTED,2024-2025,2.0
B14,F1B14C12024.22,1.0,12-10-2024,452670,45,20-02-2025,131,18.7,25.74,1.16,1.38,1.9,0.92,0.28,1.6,16542.0,1226.0,10370.0,11175.79,27.7,11981.55,29.7,12787.3,31.7,402876.3,89%,HARVESTED,2024-2025,1.0
B14,F1B14C12025.24,1.0,28-10-2025,648729,65,28-10-2025,8,1.1,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648729.0,0%,ACTIVE,2025-2026,1.0
B15,F1B15C22025.23,1.0,23-03-2025,449225,45,26-06-2025,95,13.6,20.09,1.67,1.48,2.29,1.31,2.27,1.61,8865.0,1171.0,5505.2,6053.26,22.1,6601.32,24.1,7149.37,26.1,274027.25,61%,HARVESTED,2024-2025,2.0
B15,F1B15C12024.22,1.0,12-10-2024,452670,45,20-02-2025,131,18.7,24.76,1.26,1.32,0.41,0.88,2.95,1.5,15936.0,1254.0,10647.7,11507.77,26.8,12367.85,28.8,13227.92,30.8,430036.5,95%,HARVESTED,2024-2025,1.0
B15,F1B15C12025.24,1.0,28-10-2025,648725,65,28-10-2025,8,1.1,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648725.0,0%,ACTIVE,2025-2026,1.0
B16,F1B16C22025.24,1.0,23-03-2025,449225,45,26-06-2025,95,13.6,19.17,2.91,1.41,1.53,1.8,2.25,1.71,8860.0,1136.0,5167.0,5706.06,21.2,6245.13,23.2,6784.2,25.2,269535.0,60%,HARVESTED,2024-2025,2.0
B16,F1b16C12024.22,1.0,13-10-2024,454348,45,20-02-2025,130,18.6,24.97,0.93,1.34,1.81,1.29,0.65,1.79,19707.0,1232.0,11004.7,11886.16,27.0,12767.59,29.0,13649.03,31.0,440717.56,97%,HARVESTED,,
B16,F1B17C12025.24,1.0,30-10-2025,648970,65,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648970.0,0%,ACTIVE,2025-2026,1.0
A15,F1A15C22025.23,1.0,03-05-2025,448675,45,05-06-2025,33,4.7,3.38,1.03,0.72,0.17,0.0,0.0,0.27,378.0,121.0,1410.4,2244.9,5.4,0.0,7.4,0.0,9.4,417267.75,93%,HARVESTED,2024-2025,2.0
A15,F1A15C12024.22,1.0,16-10-2024,452424,45,20-03-2025,155,22.1,27.46,1.13,1.24,0.33,0.08,1.34,1.93,20425.0,1188.0,10560.0,11329.15,29.5,12098.27,31.5,12867.39,33.5,384560.4,85%,HARVESTED,2024-2025,1.0
A15,F1A15C12025.25,1.0,17-10-2025,647144,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.32,433.0,198.0,186.6,1390.26,2.3,0.0,4.3,0.0,6.3,601843.92,93%,ACTIVE,2025-2026,1.0
A16,F1A16C22025.23,1.0,03-05-2025,448675,45,31-07-2025,89,12.7,17.07,1.0,1.34,1.75,1.48,4.94,1.42,7947.0,1142.0,5591.0,6246.05,19.1,6901.11,21.1,7556.18,23.1,327532.75,73%,HARVESTED,2024-2025,2.0
A16,F1A16C12024.22,1.0,16-10-2024,452,0,27-03-2025,162,23.1,29.22,0.13,1.26,0.52,0.63,1.89,1896.2,20536.0,728.0,10.8,11.57,31.2,12.31,33.2,13.05,35.2,370.64,82%,HARVESTED,2024-2025,1.0
A16,F1A16C12025.24,1.0,17-10-2025,647330,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.35,433.0,198.0,184.6,1375.71,2.3,0.0,4.3,0.0,6.3,595543.6,92%,ACTIVE,2025-2026,1.0
B7,F1B07C22025.24,1.0,04-05-2025,449800,45,16-07-2025,73,10.4,17.93,2.17,1.72,2.4,2.12,3.24,1.11,5838.0,962.0,5242.2,5826.93,19.9,6411.67,21.9,6996.41,23.9,292370.0,65%,HARVESTED,2024-2025,2.0
B7,F1B07C12024.23,1.0,11-10-2024,454502,45,02-04-2025,173,24.7,35.1,0.72,1.42,0.47,0.51,1.06,1.73,20640.0,990.0,11964.8,12646.52,37.1,13328.28,39.1,14010.03,41.1,340876.5,75%,HARVESTED,2024-2025,1.0
B7,F1B07C12025.25,1.0,28-10-2025,648768,65,29-10-2025,1,0.1,0.042,0.0,0.29,0.0,0.0,0.0,2.18,56.0,56.0,27.0,0.0,2.0,0.0,4.0,0.0,6.0,642280.32,99%,ACTIVE,2025-2026,1.0
B8,F1B08C22025.24,1.0,04-05-2025,448900,45,30-07-2025,87,12.4,18.58,2.15,1.49,2.11,2.57,1.28,1.33,7791.0,1129.0,5838.4,6466.85,20.6,7095.31,22.6,7723.77,24.6,314230.0,70%,HARVESTED,2024-2025,2.0
B8,F1B08C12024.23,1.0,11-10-2024,450625,45,16-04-2025,187,26.7,34.01,0.23,1.27,0.67,0.74,0.48,2.04,25657.0,1205.0,12567.1,13306.15,36.0,14045.17,38.0,14784.19,40.0,369512.5,82%,HARVESTED,2024-2025,1.0
B8,F1B08C12025.25,1.0,28-10-2025,650444,65,29-10-2025,1,0.1,0.04,0.28,0.28,0.0,0.0,0.0,2.17,56.0,56.0,25.8,0.0,2.0,0.0,4.0,0.0,6.0,643939.56,99%,ACTIVE,2025-2026,1.0
B9,F1B09C22025.23,1.0,03-05-2025,446200,45,23-07-2025,81,11.6,15.35,1.55,1.33,2.07,1.81,1.22,1.34,6710.0,998.0,4999.9,5651.34,17.4,6302.79,19.4,6954.25,21.4,325726.0,73%,HARVESTED,2024-2025,2.0
B9,F1B09C12025.22,1.0,11-10-2024,452610,45,16-04-2025,187,26.7,38.43,0.31,1.44,1.11,0.39,0.7,1.86,24220.0,1080.0,13045.4,13724.26,40.4,14403.18,42.4,15082.1,44.4,339457.5,75%,HARVESTED,2024-2025,1.0
B9,F1B09C12025.24,1.0,28-10-2025,649554,65,29-10-2025,1,0.1,0.04,0.28,0.28,0.0,0.0,0.0,2.18,56.0,56.0,25.7,0.0,2.0,0.0,4.0,0.0,6.0,643058.46,99%,ACTIVE,2025-2026,1.0
B10,F1B10C22025.24,1.0,03-05-2025,446990,45,30-07-2025,88,12.6,17.76,1.01,1.41,2.05,2.2,2.39,1.4,7904.0,1126.0,5636.4,6271.1,19.8,6905.82,21.8,7540.55,23.8,317362.9,71%,HARVESTED,2024-2025,2.0
B10,F1B10C12024.23,1.0,11-10-2024,451962,45,02-04-2025,173,24.7,32.97,1.27,1.33,1.07,0.43,0.27,1.75,22218.0,1000.0,12666.0,13434.35,35.0,14202.68,37.0,14971.02,39.0,384167.7,85%,HARVESTED,2024-2025,1.0
B10,F1B10C12025.25,1.0,20-10-2025,718270,72,29-10-2025,9,1.3,0.27,0.19,0.21,0.58,0.0,0.0,2.1,375.0,273.0,178.4,1500.04,2.3,0.0,4.3,0.0,6.3,660808.4,92%,ACTIVE,2025-2026,1.0
B18,F1B18C22025.23,1.0,04-05-2025,447640,45,31-07-2025,88,12.6,22.55,2.25,1.79,3.32,2.15,2.58,1.21,8046.0,1168.0,6662.2,7253.11,24.6,7844.0,26.6,8434.88,28.6,295442.4,66%,HARVESTED,2024-2025,2.0
B18,F1B18C12024.22,1.0,13-10-2024,454348,45,10-04-2025,179,25.6,30.46,0.11,1.19,0.3,0.17,1.58,1.99,24276.0,1105.0,12178.7,12978.36,32.5,13778.01,34.5,14577.67,36.5,399826.24,88%,HARVESTED,2024-2025,1.0
B18,F1B18C12025.24,1.0,30-10-2025,650636,65,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650636.0,0%,ACTIVE,2025-2026,1.0
B20,F1B20C22025.23,1.0,04-05-2025,448910,45,31-07-2025,88,12.6,16.79,1.24,1.34,1.55,2.04,2.31,1.42,7941.0,1197.0,5577.5,6241.92,18.8,6906.3,20.8,7570.69,22.8,332193.4,74%,HARVESTED,2024-2025,2.0
B20,F1B20C12024.22,1.0,14-10-2024,451360,45,03-04-2025,171,24.4,30.0,0.62,1.23,0.73,0.36,0.29,2.08,23622.0,1000.0,11374.3,12132.55,32.0,12890.84,34.0,13649.12,36.0,379142.4,84%,HARVESTED,2024-2025,1.0
B20,F1B20C12025.24,1.0,30-10-2025,649550,65,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649550.0,0%,ACTIVE,2025-2026,1.0
F10,F1F06C22025.24,3.0,02-05-2025,899444,30,24-07-2025,83,11.9,10.32,0.03,0.87,0.57,0.57,0.02,2.25,6267.0,723.0,2784.7,3324.35,12.3,3864.01,14.3,4403.68,16.3,269833.2,30%,HARVESTED,2024-2025,2.0
F10,F1F10C12024.23,3.0,28-10-2024,604161,20,03-04-2025,157,22.4,33.87,0.35,1.51,1.23,7.63,1.71,2.34,22526.0,745.0,9617.6,10185.49,35.9,10753.4,37.9,11321.31,39.9,283955.67,47%,HARVESTED,2024-2025,1.0
F10,F1F10C12025.25,3.0,04-10-2025,1045080,35,30-10-2025,26,3.7,3.18,2.14,0.86,0.74,0.09,0.29,0.57,1784.0,687.0,3123.9,5088.7,5.2,7053.45,7.2,9018.2,9.2,982375.2,94%,ACTIVE,2025-2026,1.0
F11,F1F11C22025.23,3.0,02-05-2025,897700,30,24-07-2025,83,11.9,12.32,0.14,1.04,1.13,2.84,0.58,1.5,9983.0,1400.0,6635.8,7713.04,14.3,8790.28,16.3,9867.52,18.3,538620.0,60%,HARVESTED,2024-2025,2.0
